MeanRR_emWave,MeanRR_sensor
1.1878338511058235,1.239383827230621
1.1100531293444458,1.1566171353002557
1.1757995766256757,1.1338387004645438
1.1579309401710596,1.1424703213784988
1.039159991524434,1.0557231630946122
1.1687496940092468,1.2175269503653647
0.8353970008207678,0.8114382889285033
0.8783931449676581,0.8691101961344673
0.8180909155642153,0.7627741668639139
0.9301321323053058,0.8703218011012722
0.9554709158757928,0.9960972069955027
0.9085396127095584,0.9763516141380996
1.1314950036607718,1.127894497581755
0.9427013306774357,0.9928779755720368
0.9123738038749524,0.930455605127334
1.0170784332632994,0.9848224455330432
0.8563696899899051,0.8744394702653259
1.120878792301616,1.1977806206249144
0.8298202574719084,0.8280289555164108
1.1947547746402067,1.272986957430907
1.108897907718663,0.9779106525141756
0.879486272613669,0.9205813978324302
